#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
12	 5 	 F2 	 F2 	 1.6895591759219334e-05 	 1.6895591759219334e-05
12	 6 	 C2H2 	 C2H2 	 0.0002971290983907098 	 0.0002971290983907098
12	 12 	 HN 	 NH 	 0.0004230090857774693 	 0.0004230090857774693
12	 7 	 CO 	 OC 	 0.0008472630029004901 	 0.0008472630029004901
12	 17 	 H2O 	 OH2 	 0.00031975552079772734 	 0.00031975552079772734
12	 3 	 CHN 	 CNH 	 0.005173348335232678 	 0.005173348335232678
12	 0 	 H2 	 H2 	 1.373484301158653e-06 	 1.373484301158653e-06
12	 18 	 H3N 	 NH3 	 0.000270364327502611 	 0.000270364327502611
12	 8 	 HLi 	 LiH 	 3.6586458766747346e-06 	 3.6586458766747346e-06
12	 1 	 N2 	 N2 	 1.7113442605980828e-05 	 1.7113442605980828e-05
12	 10 	 NO 	 NO 	 1.0040055940017818e-05 	 1.0040055940017818e-05
12	 24 	 C 	 C 	 8.915271723895292e-06 	 8.915271723895292e-06
12	 25 	 Li 	 Li 	 1.4234087178831115e-08 	 1.4234087178831115e-08
12	 19 	 HO 	 OH 	 1.1502350972723075e-05 	 1.1502350972723075e-05
12	 23 	 HF2 	 HF2 	 0.0008884461916727018 	 0.0008884461916727018
12	 16 	 CH2 	 CH2 	 0.002296475562662754 	 0.002296475562662754
12	 9 	 Na2 	 Na2 	 9.111708922644114e-07 	 9.111708922644114e-07
12	 13 	 O3 	 O3 	 0.00014477571168686066 	 0.00014477571168686066
12	 11 	 NO2 	 NO2 	 0.0006665489683744296 	 0.0006665489683744296
12	 15 	 CH3 	 CH3 	 9.982710069763633e-06 	 9.982710069763633e-06
13	 4 	 CO2 	 CO2 	 0.014011981614563507 	 0.014011981614563507
13	 14 	 N2O 	 N2O 	 0.0008110814021457121 	 0.0008110814021457121
13	 5 	 F2 	 F2 	 1.7073336054655793e-05 	 1.7073336054655793e-05
13	 0 	 H2 	 H2 	 1.1437302987514533e-06 	 1.1437302987514533e-06
13	 15 	 CH3 	 CH3 	 1.01360066975725e-05 	 1.01360066975725e-05
13	 10 	 NO 	 NO 	 9.984887790799163e-06 	 9.984887790799163e-06
13	 7 	 CO 	 OC 	 0.0008448690804075225 	 0.0008448690804075225
13	 17 	 H2O 	 OH2 	 0.00031900482711814466 	 0.00031900482711814466
13	 1 	 N2 	 N2 	 1.7006902798899392e-05 	 1.7006902798899392e-05
13	 11 	 NO2 	 NO2 	 0.0006695106668064053 	 0.0006695106668064053
13	 12 	 HN 	 NH 	 0.00042155394724594896 	 0.00042155394724594896
13	 25 	 Li 	 Li 	 7.503066550059441e-08 	 7.503066550059441e-08
13	 19 	 HO 	 OH 	 1.1473680239112868e-05 	 1.1473680239112868e-05
13	 21 	 HN2O 	 HON2 	 0.001159108016032403 	 0.001159108016032403
13	 9 	 Na2 	 Na2 	 9.084987579539605e-07 	 9.084987579539605e-07
13	 24 	 C 	 C 	 9.011708576848872e-06 	 9.011708576848872e-06
13	 18 	 H3N 	 NH3 	 0.00026858896283331926 	 0.00026858896283331926
13	 8 	 HLi 	 LiH 	 3.4556847320740242e-06 	 3.4556847320740242e-06
13	 22 	 CH4O 	 CH4O 	 5.70466496270391e-05 	 5.70466496270391e-05
13	 3 	 CHN 	 CNH 	 0.005166410573358755 	 0.005166410573358755
13	 13 	 O3 	 O3 	 0.00014659380938803293 	 0.00014659380938803293
13	 16 	 CH2 	 CH2 	 0.0022965030953419475 	 0.0022965030953419475
13	 23 	 HF2 	 HF2 	 0.0008898228337059551 	 0.0008898228337059551
13	 6 	 C2H2 	 C2H2 	 0.00029530633040677275 	 0.00029530633040677275
13	 20 	 CH 	 CH 	 7.671141593944776e-08 	 7.671141593944776e-08
13	 2 	 FLi 	 LiF 	 0.008717355225366184 	 0.008717355225366184
14	 0 	 H2 	 H2 	 9.623059305113061e-07 	 9.623059305113061e-07
14	 23 	 HF2 	 HF2 	 0.000890024928225186 	 0.000890024928225186
14	 16 	 CH2 	 CH2 	 0.0022961927526538163 	 0.0022961927526538163
14	 10 	 NO 	 NO 	 9.939461947016357e-06 	 9.939461947016357e-06
14	 9 	 Na2 	 Na2 	 9.156710278278198e-07 	 9.156710278278198e-07
14	 25 	 Li 	 Li 	 4.207886931297206e-08 	 4.207886931297206e-08
14	 6 	 C2H2 	 C2H2 	 0.0002946807429217236 	 0.0002946807429217236
14	 8 	 HLi 	 LiH 	 3.4978663572685715e-06 	 3.4978663572685715e-06
14	 2 	 FLi 	 LiF 	 0.008732936061606517 	 0.008732936061606517
14	 14 	 N2O 	 N2O 	 0.0008193016989562233 	 0.0008193016989562233
14	 13 	 O3 	 O3 	 0.0001476512774993847 	 0.0001476512774993847
14	 17 	 H2O 	 OH2 	 0.00031878934453807823 	 0.00031878934453807823
14	 22 	 CH4O 	 CH4O 	 5.70414107999667e-05 	 5.70414107999667e-05
14	 1 	 N2 	 N2 	 1.6740000664857643e-05 	 1.6740000664857643e-05
14	 24 	 C 	 C 	 9.114663994943218e-06 	 9.114663994943218e-06
14	 12 	 HN 	 NH 	 0.0004212205419895435 	 0.0004212205419895435
14	 21 	 HN2O 	 HON2 	 0.0011594878988347038 	 0.0011594878988347038
14	 4 	 CO2 	 CO2 	 0.013997361287042497 	 0.013997361287042497
14	 18 	 H3N 	 NH3 	 0.00026791663769320037 	 0.00026791663769320037
14	 7 	 CO 	 OC 	 0.0008433209147556926 	 0.0008433209147556926
14	 11 	 NO2 	 NO2 	 0.0006742470851666532 	 0.0006742470851666532
14	 15 	 CH3 	 CH3 	 1.034311923017742e-05 	 1.034311923017742e-05
14	 20 	 CH 	 CH 	 7.79955101681928e-08 	 7.79955101681928e-08
14	 5 	 F2 	 F2 	 1.724072031847401e-05 	 1.724072031847401e-05
14	 3 	 CHN 	 CNH 	 0.0051590756924965765 	 0.0051590756924965765
14	 19 	 HO 	 OH 	 1.1419394441807433e-05 	 1.1419394441807433e-05
15	 20 	 CH 	 CH 	 8.351782321055298e-08 	 8.351782321055298e-08
15	 1 	 N2 	 N2 	 1.6951178656122137e-05 	 1.6951178656122137e-05
15	 24 	 C 	 C 	 9.14175641719909e-06 	 9.14175641719909e-06
15	 19 	 HO 	 OH 	 1.1444611871623702e-05 	 1.1444611871623702e-05
15	 8 	 HLi 	 LiH 	 3.5303843435394467e-06 	 3.5303843435394467e-06
15	 15 	 CH3 	 CH3 	 1.0261938802563299e-05 	 1.0261938802563299e-05
15	 23 	 HF2 	 HF2 	 0.0008915637259485895 	 0.0008915637259485895
15	 4 	 CO2 	 CO2 	 0.013985509833049914 	 0.013985509833049914
15	 11 	 NO2 	 NO2 	 0.0006783974028422623 	 0.0006783974028422623
15	 10 	 NO 	 NO 	 9.715388296158064e-06 	 9.715388296158064e-06
15	 16 	 CH2 	 CH2 	 0.002293661406711268 	 0.002293661406711268
15	 14 	 N2O 	 N2O 	 0.0008271146237451874 	 0.0008271146237451874
15	 21 	 HN2O 	 HON2 	 0.0011619181353691443 	 0.0011619181353691443
15	 3 	 CHN 	 CNH 	 0.005151980615211804 	 0.005151980615211804
15	 22 	 CH4O 	 CH4O 	 5.7204246498271335e-05 	 5.7204246498271335e-05
15	 17 	 H2O 	 OH2 	 0.0003170874002377047 	 0.0003170874002377047
15	 9 	 Na2 	 Na2 	 9.251568119080461e-07 	 9.251568119080461e-07
15	 18 	 H3N 	 NH3 	 0.0002666986207102295 	 0.0002666986207102295
15	 2 	 FLi 	 LiF 	 0.008722239443284343 	 0.008722239443284343
15	 12 	 HN 	 NH 	 0.0004201241509145427 	 0.0004201241509145427
15	 0 	 H2 	 H2 	 1.1102757898209997e-06 	 1.1102757898209997e-06
15	 25 	 Li 	 Li 	 9.855293625551552e-08 	 9.855293625551552e-08
15	 13 	 O3 	 O3 	 0.0001519918074912659 	 0.0001519918074912659
15	 5 	 F2 	 F2 	 1.7419921794268266e-05 	 1.7419921794268266e-05
15	 6 	 C2H2 	 C2H2 	 0.0002893160383271161 	 0.0002893160383271161
15	 7 	 CO 	 OC 	 0.0008400987133716754 	 0.0008400987133716754
16	 5 	 F2 	 F2 	 1.7453425231500948e-05 	 1.7453425231500948e-05
16	 21 	 HN2O 	 HON2 	 0.0011628788693555112 	 0.0011628788693555112
16	 4 	 CO2 	 CO2 	 0.013981167126301547 	 0.013981167126301547
16	 22 	 CH4O 	 CH4O 	 5.724972552927873e-05 	 5.724972552927873e-05
16	 16 	 CH2 	 CH2 	 0.002293414388076852 	 0.002293414388076852
16	 10 	 NO 	 NO 	 9.606386565141526e-06 	 9.606386565141526e-06
16	 8 	 HLi 	 LiH 	 3.6139954497304155e-06 	 3.6139954497304155e-06
16	 3 	 CHN 	 CNH 	 0.0051448616801038835 	 0.0051448616801038835
16	 11 	 NO2 	 NO2 	 0.0006854743881287834 	 0.0006854743881287834
16	 24 	 C 	 C 	 9.181009671680294e-06 	 9.181009671680294e-06
16	 18 	 H3N 	 NH3 	 0.0002659569737744926 	 0.0002659569737744926
16	 1 	 N2 	 N2 	 1.64944765299375e-05 	 1.64944765299375e-05
16	 20 	 CH 	 CH 	 8.458891185742068e-08 	 8.458891185742068e-08
16	 7 	 CO 	 OC 	 0.000839279517412494 	 0.000839279517412494
16	 15 	 CH3 	 CH3 	 1.0597141221487162e-05 	 1.0597141221487162e-05
16	 25 	 Li 	 Li 	 1.5497757182214584e-08 	 1.5497757182214584e-08
16	 6 	 C2H2 	 C2H2 	 0.00029336528104046436 	 0.00029336528104046436
16	 2 	 FLi 	 LiF 	 0.008724509722085527 	 0.008724509722085527
16	 23 	 HF2 	 HF2 	 0.0008943181470487637 	 0.0008943181470487637
16	 9 	 Na2 	 Na2 	 9.248464037401121e-07 	 9.248464037401121e-07
16	 0 	 H2 	 H2 	 1.220162809867808e-06 	 1.220162809867808e-06
16	 12 	 HN 	 NH 	 0.00041972282222727507 	 0.00041972282222727507
16	 14 	 N2O 	 N2O 	 0.000840153894157304 	 0.000840153894157304
16	 17 	 H2O 	 OH2 	 0.00031591087753250015 	 0.00031591087753250015
16	 13 	 O3 	 O3 	 0.0001553640041237187 	 0.0001553640041237187
16	 19 	 HO 	 OH 	 1.1321873463186205e-05 	 1.1321873463186205e-05
17	 10 	 NO 	 NO 	 9.428100630348615e-06 	 9.428100630348615e-06
17	 12 	 HN 	 NH 	 0.0004194861057570887 	 0.0004194861057570887
17	 22 	 CH4O 	 CH4O 	 5.734922789270046e-05 	 5.734922789270046e-05
17	 9 	 Na2 	 Na2 	 9.261753135822956e-07 	 9.261753135822956e-07
17	 18 	 H3N 	 NH3 	 0.0002651109580307894 	 0.0002651109580307894
17	 16 	 CH2 	 CH2 	 0.002292720305604719 	 0.002292720305604719
17	 4 	 CO2 	 CO2 	 0.013954245735917841 	 0.013954245735917841
17	 13 	 O3 	 O3 	 0.00015577024609159101 	 0.00015577024609159101
17	 23 	 HF2 	 HF2 	 0.0008949780339813744 	 0.0008949780339813744
17	 11 	 NO2 	 NO2 	 0.0006922521495644698 	 0.0006922521495644698
17	 14 	 N2O 	 N2O 	 0.0008422197904876313 	 0.0008422197904876313
17	 8 	 HLi 	 LiH 	 3.6025095283967185e-06 	 3.6025095283967185e-06
17	 2 	 FLi 	 LiF 	 0.008712343501814688 	 0.008712343501814688
17	 25 	 Li 	 Li 	 1.0958182683726617e-07 	 1.0958182683726617e-07
17	 6 	 C2H2 	 C2H2 	 0.00028984142080239775 	 0.00028984142080239775
17	 17 	 H2O 	 OH2 	 0.00031552730193689304 	 0.00031552730193689304
17	 7 	 CO 	 OC 	 0.000836950979749086 	 0.000836950979749086
17	 19 	 HO 	 OH 	 1.1261028222737045e-05 	 1.1261028222737045e-05
17	 5 	 F2 	 F2 	 1.7724784265535504e-05 	 1.7724784265535504e-05
17	 3 	 CHN 	 CNH 	 0.005133012531116177 	 0.005133012531116177
17	 15 	 CH3 	 CH3 	 1.0850606386072188e-05 	 1.0850606386072188e-05
17	 0 	 H2 	 H2 	 1.3016461770339623e-06 	 1.3016461770339623e-06
17	 24 	 C 	 C 	 9.320907233915292e-06 	 9.320907233915292e-06
17	 1 	 N2 	 N2 	 1.5627072977468735e-05 	 1.5627072977468735e-05
17	 20 	 CH 	 CH 	 9.262851678774681e-08 	 9.262851678774681e-08
17	 21 	 HN2O 	 HON2 	 0.0011666181316465287 	 0.0011666181316465287
18	 23 	 HF2 	 HF2 	 0.0008961126277087208 	 0.0008961126277087208
18	 8 	 HLi 	 LiH 	 3.7106794520024677e-06 	 3.7106794520024677e-06
18	 1 	 N2 	 N2 	 1.5609769793316218e-05 	 1.5609769793316218e-05
18	 25 	 Li 	 Li 	 2.1666511949730677e-08 	 2.1666511949730677e-08
18	 17 	 H2O 	 OH2 	 0.0003147154002154503 	 0.0003147154002154503
18	 14 	 N2O 	 N2O 	 0.0008468708416665039 	 0.0008468708416665039
18	 2 	 FLi 	 LiF 	 0.008714280779710318 	 0.008714280779710318
18	 21 	 HN2O 	 HON2 	 0.0011668466478880546 	 0.0011668466478880546
18	 24 	 C 	 C 	 9.228772829729342e-06 	 9.228772829729342e-06
18	 18 	 H3N 	 NH3 	 0.0002637373307749963 	 0.0002637373307749963
18	 11 	 NO2 	 NO2 	 0.0006963547618640882 	 0.0006963547618640882
18	 0 	 H2 	 H2 	 1.209105650929926e-06 	 1.209105650929926e-06
18	 22 	 CH4O 	 CH4O 	 5.74500382302002e-05 	 5.74500382302002e-05
18	 9 	 Na2 	 Na2 	 9.268891040960655e-07 	 9.268891040960655e-07
18	 19 	 HO 	 OH 	 1.1264308925214983e-05 	 1.1264308925214983e-05
18	 6 	 C2H2 	 C2H2 	 0.0002888656499022181 	 0.0002888656499022181
18	 4 	 CO2 	 CO2 	 0.013944884469106966 	 0.013944884469106966
18	 16 	 CH2 	 CH2 	 0.0022898659633354486 	 0.0022898659633354486
18	 12 	 HN 	 NH 	 0.00041858365595862627 	 0.00041858365595862627
18	 10 	 NO 	 NO 	 9.282564107728459e-06 	 9.282564107728459e-06
18	 13 	 O3 	 O3 	 0.0001598522063394068 	 0.0001598522063394068
18	 20 	 CH 	 CH 	 9.367369868798451e-08 	 9.367369868798451e-08
18	 3 	 CHN 	 CNH 	 0.005127214594256183 	 0.005127214594256183
18	 5 	 F2 	 F2 	 1.792054146899782e-05 	 1.792054146899782e-05
18	 7 	 CO 	 OC 	 0.0008353982199485738 	 0.0008353982199485738
18	 15 	 CH3 	 CH3 	 1.0963906602811681e-05 	 1.0963906602811681e-05
19	 11 	 NO2 	 NO2 	 0.0007003256184818988 	 0.0007003256184818988
19	 16 	 CH2 	 CH2 	 0.0022890005023954592 	 0.0022890005023954592
19	 10 	 NO 	 NO 	 9.226279416022334e-06 	 9.226279416022334e-06
19	 15 	 CH3 	 CH3 	 1.098646277059086e-05 	 1.098646277059086e-05
19	 24 	 C 	 C 	 9.350371853768558e-06 	 9.350371853768558e-06
19	 4 	 CO2 	 CO2 	 0.013930820876999771 	 0.013930820876999771
19	 9 	 Na2 	 Na2 	 9.329523526088097e-07 	 9.329523526088097e-07
19	 13 	 O3 	 O3 	 0.00016224130525733228 	 0.00016224130525733228
19	 12 	 HN 	 NH 	 0.0004180713009814157 	 0.0004180713009814157
19	 7 	 CO 	 OC 	 0.0008338696385802395 	 0.0008338696385802395
19	 2 	 FLi 	 LiF 	 0.008719178514123032 	 0.008719178514123032
19	 6 	 C2H2 	 C2H2 	 0.00028869426689435534 	 0.00028869426689435534
19	 25 	 Li 	 Li 	 1.835070282781618e-08 	 1.835070282781618e-08
19	 14 	 N2O 	 N2O 	 0.0008575626165356178 	 0.0008575626165356178
19	 1 	 N2 	 N2 	 1.5714429687856306e-05 	 1.5714429687856306e-05
19	 19 	 HO 	 OH 	 1.1169148304312257e-05 	 1.1169148304312257e-05
19	 20 	 CH 	 CH 	 9.88230318026099e-08 	 9.88230318026099e-08
19	 8 	 HLi 	 LiH 	 3.671559732954012e-06 	 3.671559732954012e-06
19	 23 	 HF2 	 HF2 	 0.0008990677750015761 	 0.0008990677750015761
19	 18 	 H3N 	 NH3 	 0.00026249731898482883 	 0.00026249731898482883
19	 21 	 HN2O 	 HON2 	 0.001170635253296837 	 0.001170635253296837
19	 5 	 F2 	 F2 	 1.812211805920347e-05 	 1.812211805920347e-05
19	 22 	 CH4O 	 CH4O 	 5.768310306472774e-05 	 5.768310306472774e-05
19	 17 	 H2O 	 OH2 	 0.0003131480195882363 	 0.0003131480195882363
19	 3 	 CHN 	 CNH 	 0.005114687344404578 	 0.005114687344404578
19	 0 	 H2 	 H2 	 1.3114836618316843e-06 	 1.3114836618316843e-06
20	 20 	 CH 	 CH 	 9.591154345692725e-08 	 9.591154345692725e-08
20	 4 	 CO2 	 CO2 	 0.013906653150982847 	 0.013906653150982847
20	 23 	 HF2 	 HF2 	 0.0008997769895566402 	 0.0008997769895566402
20	 11 	 NO2 	 NO2 	 0.0007100349567900188 	 0.0007100349567900188
20	 25 	 Li 	 Li 	 3.7541285972217336e-08 	 3.7541285972217336e-08
20	 22 	 CH4O 	 CH4O 	 5.773882354831617e-05 	 5.773882354831617e-05
20	 15 	 CH3 	 CH3 	 1.1214285987745963e-05 	 1.1214285987745963e-05
20	 1 	 N2 	 N2 	 1.4634491289206974e-05 	 1.4634491289206974e-05
20	 9 	 Na2 	 Na2 	 9.30721312513214e-07 	 9.30721312513214e-07
20	 6 	 C2H2 	 C2H2 	 0.00028730307078808615 	 0.00028730307078808615
20	 0 	 H2 	 H2 	 1.1891429785299496e-06 	 1.1891429785299496e-06
20	 10 	 NO 	 NO 	 8.954261486160503e-06 	 8.954261486160503e-06
20	 17 	 H2O 	 OH2 	 0.00031206227216480203 	 0.00031206227216480203
20	 14 	 N2O 	 N2O 	 0.0008674175580026813 	 0.0008674175580026813
20	 19 	 HO 	 OH 	 1.1092746920823475e-05 	 1.1092746920823475e-05
20	 16 	 CH2 	 CH2 	 0.002287800363716552 	 0.002287800363716552
20	 5 	 F2 	 F2 	 1.829340325953084e-05 	 1.829340325953084e-05
20	 8 	 HLi 	 LiH 	 3.605745573773477e-06 	 3.605745573773477e-06
20	 13 	 O3 	 O3 	 0.00016743111952043438 	 0.00016743111952043438
20	 2 	 FLi 	 LiF 	 0.008705173235790006 	 0.008705173235790006
20	 24 	 C 	 C 	 9.528531913623945e-06 	 9.528531913623945e-06
20	 7 	 CO 	 OC 	 0.0008314610417451244 	 0.0008314610417451244
20	 3 	 CHN 	 CNH 	 0.005105357393299675 	 0.005105357393299675
20	 18 	 H3N 	 NH3 	 0.0002610412914988356 	 0.0002610412914988356
20	 12 	 HN 	 NH 	 0.0004167010517294235 	 0.0004167010517294235
20	 21 	 HN2O 	 HON2 	 0.0011730976124798345 	 0.0011730976124798345
21	 12 	 HN 	 NH 	 0.0004168597398399703 	 0.0004168597398399703
21	 25 	 Li 	 Li 	 2.344684021972279e-08 	 2.344684021972279e-08
21	 7 	 CO 	 OC 	 0.0008308836660603613 	 0.0008308836660603613
21	 24 	 C 	 C 	 9.563497135404494e-06 	 9.563497135404494e-06
21	 22 	 CH4O 	 CH4O 	 5.781026891519828e-05 	 5.781026891519828e-05
21	 20 	 CH 	 CH 	 1.0617719617213783e-07 	 1.0617719617213783e-07
21	 14 	 N2O 	 N2O 	 0.0008723109497679392 	 0.0008723109497679392
21	 17 	 H2O 	 OH2 	 0.0003122033045932065 	 0.0003122033045932065
21	 3 	 CHN 	 CNH 	 0.005103122772368013 	 0.005103122772368013
21	 6 	 C2H2 	 C2H2 	 0.00028371435932737554 	 0.00028371435932737554
21	 13 	 O3 	 O3 	 0.00016909814559961032 	 0.00016909814559961032
21	 23 	 HF2 	 HF2 	 0.0009019512942070597 	 0.0009019512942070597
21	 5 	 F2 	 F2 	 1.835830980586727e-05 	 1.835830980586727e-05
21	 9 	 Na2 	 Na2 	 9.349191826152214e-07 	 9.349191826152214e-07
21	 10 	 NO 	 NO 	 8.843123471486866e-06 	 8.843123471486866e-06
21	 0 	 H2 	 H2 	 1.478065175041072e-06 	 1.478065175041072e-06
21	 16 	 CH2 	 CH2 	 0.0022873043623670396 	 0.0022873043623670396
21	 21 	 HN2O 	 HON2 	 0.00117368241340236 	 0.00117368241340236
21	 11 	 NO2 	 NO2 	 0.0007192889863561411 	 0.0007192889863561411
21	 18 	 H3N 	 NH3 	 0.0002596318923738453 	 0.0002596318923738453
21	 19 	 HO 	 OH 	 1.1065904866164446e-05 	 1.1065904866164446e-05
21	 2 	 FLi 	 LiF 	 0.008700338751698757 	 0.008700338751698757
21	 15 	 CH3 	 CH3 	 1.1594567478043815e-05 	 1.1594567478043815e-05
21	 8 	 HLi 	 LiH 	 3.5418778328579258e-06 	 3.5418778328579258e-06
21	 1 	 N2 	 N2 	 1.4496705529364528e-05 	 1.4496705529364528e-05
21	 4 	 CO2 	 CO2 	 0.013872908776308108 	 0.013872908776308108
22	 2 	 FLi 	 LiF 	 0.008714771044676507 	 0.008714771044676507
22	 15 	 CH3 	 CH3 	 1.1624068115598671e-05 	 1.1624068115598671e-05
22	 25 	 Li 	 Li 	 1.1135219322000687e-07 	 1.1135219322000687e-07
22	 8 	 HLi 	 LiH 	 3.6906082010234673e-06 	 3.6906082010234673e-06
22	 16 	 CH2 	 CH2 	 0.0022858860043427688 	 0.0022858860043427688
22	 14 	 N2O 	 N2O 	 0.0008782619257142477 	 0.0008782619257142477
22	 6 	 C2H2 	 C2H2 	 0.0002845693721646294 	 0.0002845693721646294
22	 23 	 HF2 	 HF2 	 0.0009031820811205986 	 0.0009031820811205986
22	 19 	 HO 	 OH 	 1.1053141200982285e-05 	 1.1053141200982285e-05
22	 0 	 H2 	 H2 	 9.930406451360104e-07 	 9.930406451360104e-07
22	 20 	 CH 	 CH 	 1.08647545998619e-07 	 1.08647545998619e-07
22	 12 	 HN 	 NH 	 0.0004151793469332254 	 0.0004151793469332254
22	 3 	 CHN 	 CNH 	 0.0050895284726659865 	 0.0050895284726659865
22	 13 	 O3 	 O3 	 0.00017222221610348657 	 0.00017222221610348657
22	 4 	 CO2 	 CO2 	 0.013866740871006745 	 0.013866740871006745
22	 7 	 CO 	 OC 	 0.0008286819499417567 	 0.0008286819499417567
22	 17 	 H2O 	 OH2 	 0.00031018402966962984 	 0.00031018402966962984
22	 21 	 HN2O 	 HON2 	 0.0011759415458639487 	 0.0011759415458639487
22	 24 	 C 	 C 	 9.649072191479013e-06 	 9.649072191479013e-06
22	 1 	 N2 	 N2 	 1.4043960437710622e-05 	 1.4043960437710622e-05
22	 10 	 NO 	 NO 	 8.650971025993869e-06 	 8.650971025993869e-06
22	 5 	 F2 	 F2 	 1.8646765066962718e-05 	 1.8646765066962718e-05
22	 11 	 NO2 	 NO2 	 0.0007287042153073633 	 0.0007287042153073633
22	 22 	 CH4O 	 CH4O 	 5.799716567740299e-05 	 5.799716567740299e-05
22	 18 	 H3N 	 NH3 	 0.000258208279720897 	 0.000258208279720897
22	 9 	 Na2 	 Na2 	 9.391496817024646e-07 	 9.391496817024646e-07
23	 16 	 CH2 	 CH2 	 0.0022844583375269773 	 0.0022844583375269773
23	 7 	 CO 	 OC 	 0.0008261532040240189 	 0.0008261532040240189
23	 24 	 C 	 C 	 9.710455044666234e-06 	 9.710455044666234e-06
23	 5 	 F2 	 F2 	 1.874021164619805e-05 	 1.874021164619805e-05
23	 1 	 N2 	 N2 	 1.3913725634237222e-05 	 1.3913725634237222e-05
23	 20 	 CH 	 CH 	 1.1156674308045064e-07 	 1.1156674308045064e-07
23	 11 	 NO2 	 NO2 	 0.0007317821819050356 	 0.0007317821819050356
23	 2 	 FLi 	 LiF 	 0.008710028714445643 	 0.008710028714445643
23	 3 	 CHN 	 CNH 	 0.005083217404012139 	 0.005083217404012139
23	 4 	 CO2 	 CO2 	 0.013849266044554887 	 0.013849266044554887
23	 8 	 HLi 	 LiH 	 3.709504863358265e-06 	 3.709504863358265e-06
23	 6 	 C2H2 	 C2H2 	 0.00028043517992555107 	 0.00028043517992555107
23	 10 	 NO 	 NO 	 8.48378904719829e-06 	 8.48378904719829e-06
23	 9 	 Na2 	 Na2 	 9.488045203177731e-07 	 9.488045203177731e-07
23	 14 	 N2O 	 N2O 	 0.0008935525412469156 	 0.0008935525412469156
23	 21 	 HN2O 	 HON2 	 0.001179153057971138 	 0.001179153057971138
23	 18 	 H3N 	 NH3 	 0.00025699018725418413 	 0.00025699018725418413
23	 23 	 HF2 	 HF2 	 0.0009064751688910682 	 0.0009064751688910682
23	 12 	 HN 	 NH 	 0.00041465263343575616 	 0.00041465263343575616
23	 19 	 HO 	 OH 	 1.0922485383057294e-05 	 1.0922485383057294e-05
23	 13 	 O3 	 O3 	 0.0001793197755129177 	 0.0001793197755129177
23	 0 	 H2 	 H2 	 1.3425250316607286e-06 	 1.3425250316607286e-06
23	 25 	 Li 	 Li 	 1.5592618932320804e-07 	 1.5592618932320804e-07
23	 22 	 CH4O 	 CH4O 	 5.815174546681588e-05 	 5.815174546681588e-05
23	 17 	 H2O 	 OH2 	 0.0003086915150817447 	 0.0003086915150817447
23	 15 	 CH3 	 CH3 	 1.1953181845965102e-05 	 1.1953181845965102e-05
24	 14 	 N2O 	 N2O 	 0.0008968037063492582 	 0.0008968037063492582
24	 19 	 HO 	 OH 	 1.0944448123239551e-05 	 1.0944448123239551e-05
24	 21 	 HN2O 	 HON2 	 0.001180006691751184 	 0.001180006691751184
24	 9 	 Na2 	 Na2 	 9.526237109089737e-07 	 9.526237109089737e-07
24	 13 	 O3 	 O3 	 0.00017961522677874858 	 0.00017961522677874858
24	 16 	 CH2 	 CH2 	 0.002283395778988338 	 0.002283395778988338
24	 8 	 HLi 	 LiH 	 3.553722938778836e-06 	 3.553722938778836e-06
24	 2 	 FLi 	 LiF 	 0.008697600141141338 	 0.008697600141141338
24	 20 	 CH 	 CH 	 1.1741146149990169e-07 	 1.1741146149990169e-07
24	 18 	 H3N 	 NH3 	 0.00025755575126887325 	 0.00025755575126887325
24	 15 	 CH3 	 CH3 	 1.187663455252099e-05 	 1.187663455252099e-05
24	 0 	 H2 	 H2 	 1.4899200381367805e-06 	 1.4899200381367805e-06
24	 12 	 HN 	 NH 	 0.0004141030297272449 	 0.0004141030297272449
24	 10 	 NO 	 NO 	 8.41027168318904e-06 	 8.41027168318904e-06
24	 3 	 CHN 	 CNH 	 0.005070889832663352 	 0.005070889832663352
24	 6 	 C2H2 	 C2H2 	 0.0002787596246339607 	 0.0002787596246339607
24	 25 	 Li 	 Li 	 2.6632935849455154e-08 	 2.6632935849455154e-08
24	 11 	 NO2 	 NO2 	 0.0007399697919235225 	 0.0007399697919235225
24	 24 	 C 	 C 	 9.837062819119973e-06 	 9.837062819119973e-06
24	 7 	 CO 	 OC 	 0.0008240063155552823 	 0.0008240063155552823
24	 1 	 N2 	 N2 	 1.3496210214003584e-05 	 1.3496210214003584e-05
24	 22 	 CH4O 	 CH4O 	 5.816183400154433e-05 	 5.816183400154433e-05
24	 23 	 HF2 	 HF2 	 0.00090815216688023 	 0.00090815216688023
24	 17 	 H2O 	 OH2 	 0.00030835830414469327 	 0.00030835830414469327
24	 5 	 F2 	 F2 	 1.9002716236307228e-05 	 1.9002716236307228e-05
24	 4 	 CO2 	 CO2 	 0.01382267767509054 	 0.01382267767509054
25	 6 	 C2H2 	 C2H2 	 0.00028061514514463276 	 0.00028061514514463276
25	 3 	 CHN 	 CNH 	 0.005065474503812827 	 0.005065474503812827
25	 18 	 H3N 	 NH3 	 0.0002572588816234008 	 0.0002572588816234008
25	 12 	 HN 	 NH 	 0.00041380336004669414 	 0.00041380336004669414
25	 19 	 HO 	 OH 	 1.0916455651544462e-05 	 1.0916455651544462e-05
25	 7 	 CO 	 OC 	 0.0008228534827507331 	 0.0008228534827507331
