#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
350	 8 	 HLi 	 LiH 	 9.31824535738859e-06 	 9.31824535738859e-06
350	 20 	 CH 	 CH 	 4.346968459015812e-09 	 4.346968459015812e-09
350	 4 	 CO2 	 CO2 	 0.0080249496108952 	 0.0080249496108952
350	 23 	 HF2 	 HF2 	 0.0017869095223302443 	 0.0017869095223302443
350	 7 	 CO 	 OC 	 0.00038988217636527924 	 0.00038988217636527924
350	 1 	 N2 	 N2 	 5.93983134965079e-06 	 5.93983134965079e-06
350	 3 	 CHN 	 CNH 	 0.0028851225407504366 	 0.0028851225407504366
350	 16 	 CH2 	 CH2 	 0.0029019299728392164 	 0.0029019299728392164
350	 2 	 FLi 	 LiF 	 0.007424401291055124 	 0.007424401291055124
350	 10 	 NO 	 NO 	 1.954430018647009e-05 	 1.954430018647009e-05
350	 13 	 O3 	 O3 	 0.0027002961292671487 	 0.0027002961292671487
350	 9 	 Na2 	 Na2 	 2.9678667213780663e-06 	 2.9678667213780663e-06
350	 19 	 HO 	 OH 	 1.2658117272909926e-05 	 1.2658117272909926e-05
350	 17 	 H2O 	 OH2 	 0.00026093013624572237 	 0.00026093013624572237
350	 18 	 H3N 	 NH3 	 0.000550271842659111 	 0.000550271842659111
350	 21 	 HN2O 	 HON2 	 0.0029967671832253325 	 0.0029967671832253325
350	 0 	 H2 	 H2 	 5.502018325423988e-06 	 5.502018325423988e-06
350	 24 	 C 	 C 	 4.880524283994515e-05 	 4.880524283994515e-05
350	 12 	 HN 	 NH 	 0.0008850717141298149 	 0.0008850717141298149
350	 6 	 C2H2 	 C2H2 	 4.948577444170652e-05 	 4.948577444170652e-05
350	 15 	 CH3 	 CH3 	 1.4279457211541738e-07 	 1.4279457211541738e-07
350	 14 	 N2O 	 N2O 	 0.0035186129545728083 	 0.0035186129545728083
350	 11 	 NO2 	 NO2 	 0.0035078885229200005 	 0.0035078885229200005
350	 5 	 F2 	 F2 	 0.00015011505190643258 	 0.00015011505190643258
350	 22 	 CH4O 	 CH4O 	 0.0001271183528152342 	 0.0001271183528152342
351	 20 	 CH 	 CH 	 4.514023882945948e-09 	 4.514023882945948e-09
351	 10 	 NO 	 NO 	 1.9481140068001348e-05 	 1.9481140068001348e-05
351	 3 	 CHN 	 CNH 	 0.0028857962917406984 	 0.0028857962917406984
351	 4 	 CO2 	 CO2 	 0.008021370690158045 	 0.008021370690158045
351	 14 	 N2O 	 N2O 	 0.0035188952082789524 	 0.0035188952082789524
351	 22 	 CH4O 	 CH4O 	 0.0001271175548727952 	 0.0001271175548727952
351	 24 	 C 	 C 	 4.881877102924267e-05 	 4.881877102924267e-05
351	 25 	 Li 	 Li 	 5.688608948683276e-06 	 5.688608948683276e-06
351	 7 	 CO 	 OC 	 0.0003901993981856714 	 0.0003901993981856714
351	 23 	 HF2 	 HF2 	 0.0017869149336269142 	 0.0017869149336269142
351	 17 	 H2O 	 OH2 	 0.00026080028086315163 	 0.00026080028086315163
351	 13 	 O3 	 O3 	 0.002700201106668244 	 0.002700201106668244
351	 1 	 N2 	 N2 	 5.301930851537283e-06 	 5.301930851537283e-06
351	 11 	 NO2 	 NO2 	 0.0035100826623187995 	 0.0035100826623187995
351	 19 	 HO 	 OH 	 1.2660977629137349e-05 	 1.2660977629137349e-05
351	 18 	 H3N 	 NH3 	 0.0005499751078032598 	 0.0005499751078032598
351	 0 	 H2 	 H2 	 5.231948492253264e-06 	 5.231948492253264e-06
351	 21 	 HN2O 	 HON2 	 0.0029967585441679372 	 0.0029967585441679372
351	 12 	 HN 	 NH 	 0.0008855452591028572 	 0.0008855452591028572
351	 8 	 HLi 	 LiH 	 9.59422724896233e-06 	 9.59422724896233e-06
351	 6 	 C2H2 	 C2H2 	 5.1517112621513753e-05 	 5.1517112621513753e-05
351	 5 	 F2 	 F2 	 0.00015020311310101037 	 0.00015020311310101037
351	 2 	 FLi 	 LiF 	 0.007420397323904243 	 0.007420397323904243
351	 16 	 CH2 	 CH2 	 0.0029030855819808916 	 0.0029030855819808916
351	 15 	 CH3 	 CH3 	 1.5021821322216981e-07 	 1.5021821322216981e-07
351	 9 	 Na2 	 Na2 	 2.9658140409097847e-06 	 2.9658140409097847e-06
352	 23 	 HF2 	 HF2 	 0.0017869110558428301 	 0.0017869110558428301
352	 1 	 N2 	 N2 	 5.475858841132871e-06 	 5.475858841132871e-06
352	 18 	 H3N 	 NH3 	 0.0005492585015101628 	 0.0005492585015101628
352	 9 	 Na2 	 Na2 	 2.970142297405099e-06 	 2.970142297405099e-06
352	 2 	 FLi 	 LiF 	 0.0074295920002645215 	 0.0074295920002645215
352	 17 	 H2O 	 OH2 	 0.0002603772265466601 	 0.0002603772265466601
352	 7 	 CO 	 OC 	 0.00038971340258551053 	 0.00038971340258551053
352	 16 	 CH2 	 CH2 	 0.002903430041928683 	 0.002903430041928683
352	 4 	 CO2 	 CO2 	 0.00802997866269754 	 0.00802997866269754
352	 22 	 CH4O 	 CH4O 	 0.00012711832724127264 	 0.00012711832724127264
352	 25 	 Li 	 Li 	 5.6849548189702745e-06 	 5.6849548189702745e-06
352	 20 	 CH 	 CH 	 4.45058180072934e-09 	 4.45058180072934e-09
352	 14 	 N2O 	 N2O 	 0.003518586982564807 	 0.003518586982564807
352	 0 	 H2 	 H2 	 4.949799175755569e-06 	 4.949799175755569e-06
352	 13 	 O3 	 O3 	 0.0026996683929125954 	 0.0026996683929125954
352	 11 	 NO2 	 NO2 	 0.003510580181930648 	 0.003510580181930648
352	 12 	 HN 	 NH 	 0.0008855835674903146 	 0.0008855835674903146
352	 5 	 F2 	 F2 	 0.0001500815246004304 	 0.0001500815246004304
352	 24 	 C 	 C 	 4.862905954803285e-05 	 4.862905954803285e-05
352	 10 	 NO 	 NO 	 1.9519195838061236e-05 	 1.9519195838061236e-05
352	 19 	 HO 	 OH 	 1.267813627722922e-05 	 1.267813627722922e-05
352	 15 	 CH3 	 CH3 	 1.467331167275282e-07 	 1.467331167275282e-07
352	 8 	 HLi 	 LiH 	 9.36935764869112e-06 	 9.36935764869112e-06
352	 6 	 C2H2 	 C2H2 	 4.996758314131909e-05 	 4.996758314131909e-05
352	 3 	 CHN 	 CNH 	 0.0028847035994653608 	 0.0028847035994653608
352	 21 	 HN2O 	 HON2 	 0.0029967118835501644 	 0.0029967118835501644
353	 21 	 HN2O 	 HON2 	 0.0029967065067395457 	 0.0029967065067395457
353	 7 	 CO 	 OC 	 0.000389701959061274 	 0.000389701959061274
353	 18 	 H3N 	 NH3 	 0.0005496103925589259 	 0.0005496103925589259
353	 1 	 N2 	 N2 	 5.830715625390544e-06 	 5.830715625390544e-06
353	 22 	 CH4O 	 CH4O 	 0.00012711484627394724 	 0.00012711484627394724
353	 17 	 H2O 	 OH2 	 0.0002609676711243251 	 0.0002609676711243251
353	 25 	 Li 	 Li 	 5.971438563424837e-06 	 5.971438563424837e-06
353	 8 	 HLi 	 LiH 	 9.535562592222855e-06 	 9.535562592222855e-06
353	 16 	 CH2 	 CH2 	 0.002903816046884904 	 0.002903816046884904
353	 9 	 Na2 	 Na2 	 2.9627673087637017e-06 	 2.9627673087637017e-06
353	 15 	 CH3 	 CH3 	 1.415563808810453e-07 	 1.415563808810453e-07
353	 12 	 HN 	 NH 	 0.000885994093357627 	 0.000885994093357627
353	 3 	 CHN 	 CNH 	 0.002884964622734155 	 0.002884964622734155
353	 4 	 CO2 	 CO2 	 0.008021471385380157 	 0.008021471385380157
353	 24 	 C 	 C 	 4.8786795604877766e-05 	 4.8786795604877766e-05
353	 10 	 NO 	 NO 	 1.948498610831692e-05 	 1.948498610831692e-05
353	 2 	 FLi 	 LiF 	 0.007434296464535924 	 0.007434296464535924
353	 6 	 C2H2 	 C2H2 	 5.3204123489024366e-05 	 5.3204123489024366e-05
353	 14 	 N2O 	 N2O 	 0.0035172952421449093 	 0.0035172952421449093
353	 11 	 NO2 	 NO2 	 0.003508797622833664 	 0.003508797622833664
353	 19 	 HO 	 OH 	 1.2622693746149088e-05 	 1.2622693746149088e-05
353	 5 	 F2 	 F2 	 0.00014999290883264477 	 0.00014999290883264477
353	 23 	 HF2 	 HF2 	 0.001786893555646022 	 0.001786893555646022
353	 0 	 H2 	 H2 	 5.184429644870801e-06 	 5.184429644870801e-06
353	 13 	 O3 	 O3 	 0.0026998692158205486 	 0.0026998692158205486
353	 20 	 CH 	 CH 	 5.155126230703007e-09 	 5.155126230703007e-09
354	 25 	 Li 	 Li 	 5.1479717835457614e-06 	 5.1479717835457614e-06
354	 23 	 HF2 	 HF2 	 0.001786892967757298 	 0.001786892967757298
354	 10 	 NO 	 NO 	 1.951786122218611e-05 	 1.951786122218611e-05
354	 4 	 CO2 	 CO2 	 0.008024720935225464 	 0.008024720935225464
354	 7 	 CO 	 OC 	 0.00039031447808325354 	 0.00039031447808325354
354	 16 	 CH2 	 CH2 	 0.0029037974839108012 	 0.0029037974839108012
354	 3 	 CHN 	 CNH 	 0.0028855131300353125 	 0.0028855131300353125
354	 13 	 O3 	 O3 	 0.0027010730245244203 	 0.0027010730245244203
354	 14 	 N2O 	 N2O 	 0.0035195407839814364 	 0.0035195407839814364
354	 18 	 H3N 	 NH3 	 0.000550599176386176 	 0.000550599176386176
354	 1 	 N2 	 N2 	 5.545491873780209e-06 	 5.545491873780209e-06
354	 12 	 HN 	 NH 	 0.0008858694513364302 	 0.0008858694513364302
354	 2 	 FLi 	 LiF 	 0.00743191789326892 	 0.00743191789326892
354	 0 	 H2 	 H2 	 5.5588857864443934e-06 	 5.5588857864443934e-06
354	 19 	 HO 	 OH 	 1.2674759116033194e-05 	 1.2674759116033194e-05
354	 24 	 C 	 C 	 4.8784633058368794e-05 	 4.8784633058368794e-05
354	 20 	 CH 	 CH 	 4.89443500994212e-09 	 4.89443500994212e-09
354	 22 	 CH4O 	 CH4O 	 0.00012711482951807806 	 0.00012711482951807806
354	 5 	 F2 	 F2 	 0.00015006098328036488 	 0.00015006098328036488
354	 11 	 NO2 	 NO2 	 0.0035081490442279333 	 0.0035081490442279333
354	 21 	 HN2O 	 HON2 	 0.002996697756270162 	 0.002996697756270162
354	 15 	 CH3 	 CH3 	 1.5264216412028562e-07 	 1.5264216412028562e-07
354	 6 	 C2H2 	 C2H2 	 4.937582160306666e-05 	 4.937582160306666e-05
354	 17 	 H2O 	 OH2 	 0.00026104591044524334 	 0.00026104591044524334
354	 8 	 HLi 	 LiH 	 9.314671462838846e-06 	 9.314671462838846e-06
354	 9 	 Na2 	 Na2 	 2.975567591828231e-06 	 2.975567591828231e-06
355	 11 	 NO2 	 NO2 	 0.003509898284431147 	 0.003509898284431147
355	 15 	 CH3 	 CH3 	 1.4583746730000434e-07 	 1.4583746730000434e-07
355	 14 	 N2O 	 N2O 	 0.00351917713277875 	 0.00351917713277875
355	 23 	 HF2 	 HF2 	 0.0017868958510372619 	 0.0017868958510372619
355	 8 	 HLi 	 LiH 	 9.50069773537774e-06 	 9.50069773537774e-06
355	 9 	 Na2 	 Na2 	 2.9741885821065454e-06 	 2.9741885821065454e-06
355	 10 	 NO 	 NO 	 1.9516928231707156e-05 	 1.9516928231707156e-05
355	 4 	 CO2 	 CO2 	 0.00802518631485518 	 0.00802518631485518
355	 6 	 C2H2 	 C2H2 	 4.999281790917433e-05 	 4.999281790917433e-05
355	 18 	 H3N 	 NH3 	 0.000550812450511965 	 0.000550812450511965
355	 16 	 CH2 	 CH2 	 0.0029024336675996846 	 0.0029024336675996846
355	 25 	 Li 	 Li 	 5.768620076647715e-06 	 5.768620076647715e-06
355	 13 	 O3 	 O3 	 0.0027002059497453477 	 0.0027002059497453477
355	 19 	 HO 	 OH 	 1.2693695913215851e-05 	 1.2693695913215851e-05
355	 3 	 CHN 	 CNH 	 0.0028843499707996946 	 0.0028843499707996946
355	 20 	 CH 	 CH 	 4.102230588292494e-08 	 4.102230588292494e-08
355	 0 	 H2 	 H2 	 5.298386667707446e-06 	 5.298386667707446e-06
355	 21 	 HN2O 	 HON2 	 0.0029966975739119986 	 0.0029966975739119986
355	 1 	 N2 	 N2 	 5.902914384725956e-06 	 5.902914384725956e-06
355	 2 	 FLi 	 LiF 	 0.0074444874623794165 	 0.0074444874623794165
355	 24 	 C 	 C 	 4.881836668945732e-05 	 4.881836668945732e-05
355	 5 	 F2 	 F2 	 0.000150152100919822 	 0.000150152100919822
355	 22 	 CH4O 	 CH4O 	 0.00012711469462904545 	 0.00012711469462904545
355	 7 	 CO 	 OC 	 0.00039027301885682773 	 0.00039027301885682773
355	 17 	 H2O 	 OH2 	 0.000260758948185549 	 0.000260758948185549
355	 12 	 HN 	 NH 	 0.0008851569636167606 	 0.0008851569636167606
356	 0 	 H2 	 H2 	 4.91259322220904e-06 	 4.91259322220904e-06
356	 11 	 NO2 	 NO2 	 0.0035106612520331834 	 0.0035106612520331834
356	 9 	 Na2 	 Na2 	 2.9676284990752524e-06 	 2.9676284990752524e-06
356	 19 	 HO 	 OH 	 1.2622058467078827e-05 	 1.2622058467078827e-05
356	 15 	 CH3 	 CH3 	 1.4000522164149283e-07 	 1.4000522164149283e-07
356	 3 	 CHN 	 CNH 	 0.002885372600023068 	 0.002885372600023068
356	 7 	 CO 	 OC 	 0.0003900956117128188 	 0.0003900956117128188
356	 21 	 HN2O 	 HON2 	 0.002996702401970212 	 0.002996702401970212
356	 6 	 C2H2 	 C2H2 	 5.133343842138435e-05 	 5.133343842138435e-05
356	 14 	 N2O 	 N2O 	 0.0035173683912871653 	 0.0035173683912871653
356	 22 	 CH4O 	 CH4O 	 0.00012711476064855134 	 0.00012711476064855134
356	 16 	 CH2 	 CH2 	 0.002903242906184247 	 0.002903242906184247
356	 13 	 O3 	 O3 	 0.002700946486210236 	 0.002700946486210236
356	 8 	 HLi 	 LiH 	 9.340621040995e-06 	 9.340621040995e-06
356	 23 	 HF2 	 HF2 	 0.0017868959906402581 	 0.0017868959906402581
356	 25 	 Li 	 Li 	 6.28128261582316e-06 	 6.28128261582316e-06
356	 18 	 H3N 	 NH3 	 0.0005498099859324599 	 0.0005498099859324599
356	 12 	 HN 	 NH 	 0.0008852755585815266 	 0.0008852755585815266
356	 24 	 C 	 C 	 4.859062226104028e-05 	 4.859062226104028e-05
356	 4 	 CO2 	 CO2 	 0.008021182981667138 	 0.008021182981667138
356	 1 	 N2 	 N2 	 5.915207610355284e-06 	 5.915207610355284e-06
356	 17 	 H2O 	 OH2 	 0.0002605804887100247 	 0.0002605804887100247
356	 10 	 NO 	 NO 	 1.9485438361716603e-05 	 1.9485438361716603e-05
356	 5 	 F2 	 F2 	 0.00015008786621381625 	 0.00015008786621381625
356	 20 	 CH 	 CH 	 4.689574447364402e-09 	 4.689574447364402e-09
356	 2 	 FLi 	 LiF 	 0.0074436434535147065 	 0.0074436434535147065
357	 7 	 CO 	 OC 	 0.00038970022902983854 	 0.00038970022902983854
357	 12 	 HN 	 NH 	 0.0008852089751572152 	 0.0008852089751572152
357	 14 	 N2O 	 N2O 	 0.003517972150392152 	 0.003517972150392152
357	 2 	 FLi 	 LiF 	 0.007430133357269335 	 0.007430133357269335
357	 10 	 NO 	 NO 	 1.9505806004539943e-05 	 1.9505806004539943e-05
357	 1 	 N2 	 N2 	 5.928004755061624e-06 	 5.928004755061624e-06
357	 9 	 Na2 	 Na2 	 2.9710913640256014e-06 	 2.9710913640256014e-06
357	 24 	 C 	 C 	 4.8756829142364093e-05 	 4.8756829142364093e-05
357	 25 	 Li 	 Li 	 6.072843036518006e-06 	 6.072843036518006e-06
357	 13 	 O3 	 O3 	 0.0027014804483633565 	 0.0027014804483633565
357	 5 	 F2 	 F2 	 0.00015013884879121962 	 0.00015013884879121962
357	 17 	 H2O 	 OH2 	 0.00026078974585139533 	 0.00026078974585139533
357	 19 	 HO 	 OH 	 1.2659111159062434e-05 	 1.2659111159062434e-05
357	 0 	 H2 	 H2 	 5.466684204995713e-06 	 5.466684204995713e-06
357	 6 	 C2H2 	 C2H2 	 5.220178699055421e-05 	 5.220178699055421e-05
357	 16 	 CH2 	 CH2 	 0.002902370216024921 	 0.002902370216024921
357	 15 	 CH3 	 CH3 	 1.4980998447054428e-07 	 1.4980998447054428e-07
357	 22 	 CH4O 	 CH4O 	 0.00012711501166154908 	 0.00012711501166154908
357	 23 	 HF2 	 HF2 	 0.001786905230653402 	 0.001786905230653402
357	 11 	 NO2 	 NO2 	 0.0035079665415415286 	 0.0035079665415415286
357	 18 	 H3N 	 NH3 	 0.000549764754611096 	 0.000549764754611096
357	 3 	 CHN 	 CNH 	 0.0028849901860479817 	 0.0028849901860479817
357	 8 	 HLi 	 LiH 	 9.544392384350528e-06 	 9.544392384350528e-06
357	 20 	 CH 	 CH 	 4.926457476792141e-09 	 4.926457476792141e-09
357	 21 	 HN2O 	 HON2 	 0.0029967207769919612 	 0.0029967207769919612
357	 4 	 CO2 	 CO2 	 0.008029594506949794 	 0.008029594506949794
358	 16 	 CH2 	 CH2 	 0.0029017201331421293 	 0.0029017201331421293
358	 7 	 CO 	 OC 	 0.00038989799104416177 	 0.00038989799104416177
358	 13 	 O3 	 O3 	 0.002701046886312467 	 0.002701046886312467
358	 19 	 HO 	 OH 	 1.2687451960350605e-05 	 1.2687451960350605e-05
358	 24 	 C 	 C 	 4.7602518447936826e-05 	 4.7602518447936826e-05
358	 3 	 CHN 	 CNH 	 0.002884377262433701 	 0.002884377262433701
358	 21 	 HN2O 	 HON2 	 0.0029967161594824598 	 0.0029967161594824598
358	 1 	 N2 	 N2 	 5.522914168911913e-06 	 5.522914168911913e-06
358	 5 	 F2 	 F2 	 0.00015008612626983908 	 0.00015008612626983908
358	 11 	 NO2 	 NO2 	 0.0035079259050950387 	 0.0035079259050950387
358	 23 	 HF2 	 HF2 	 0.0017869039792718202 	 0.0017869039792718202
358	 12 	 HN 	 NH 	 0.0008853826581491321 	 0.0008853826581491321
358	 4 	 CO2 	 CO2 	 0.008032940101917116 	 0.008032940101917116
358	 18 	 H3N 	 NH3 	 0.0005505819484861948 	 0.0005505819484861948
358	 10 	 NO 	 NO 	 1.9506118959546545e-05 	 1.9506118959546545e-05
358	 6 	 C2H2 	 C2H2 	 5.306921437816918e-05 	 5.306921437816918e-05
358	 22 	 CH4O 	 CH4O 	 0.00012711529155268303 	 0.00012711529155268303
358	 15 	 CH3 	 CH3 	 1.4663870129591657e-07 	 1.4663870129591657e-07
358	 8 	 HLi 	 LiH 	 9.435154103301158e-06 	 9.435154103301158e-06
358	 25 	 Li 	 Li 	 6.378002641595761e-06 	 6.378002641595761e-06
358	 0 	 H2 	 H2 	 5.132993664417211e-06 	 5.132993664417211e-06
358	 17 	 H2O 	 OH2 	 0.0002608497772974257 	 0.0002608497772974257
358	 14 	 N2O 	 N2O 	 0.003519402854035792 	 0.003519402854035792
358	 9 	 Na2 	 Na2 	 2.9612882453355643e-06 	 2.9612882453355643e-06
358	 2 	 FLi 	 LiF 	 0.007424970182043624 	 0.007424970182043624
358	 20 	 CH 	 CH 	 5.24356470946658e-09 	 5.24356470946658e-09
359	 15 	 CH3 	 CH3 	 1.4825862050441916e-07 	 1.4825862050441916e-07
359	 21 	 HN2O 	 HON2 	 0.002996721532643887 	 0.002996721532643887
359	 7 	 CO 	 OC 	 0.00039020363629968974 	 0.00039020363629968974
359	 2 	 FLi 	 LiF 	 0.007429325103444915 	 0.007429325103444915
359	 0 	 H2 	 H2 	 4.9712923801931685e-06 	 4.9712923801931685e-06
359	 24 	 C 	 C 	 4.874782592780808e-05 	 4.874782592780808e-05
359	 12 	 HN 	 NH 	 0.0008852345124533004 	 0.0008852345124533004
359	 5 	 F2 	 F2 	 0.00015008558635962125 	 0.00015008558635962125
359	 22 	 CH4O 	 CH4O 	 0.00012711599182621796 	 0.00012711599182621796
359	 8 	 HLi 	 LiH 	 9.29609161390907e-06 	 9.29609161390907e-06
359	 13 	 O3 	 O3 	 0.0027014930869950693 	 0.0027014930869950693
359	 16 	 CH2 	 CH2 	 0.0029031399487305545 	 0.0029031399487305545
359	 25 	 Li 	 Li 	 5.19937431276282e-06 	 5.19937431276282e-06
359	 3 	 CHN 	 CNH 	 0.0028849756435512146 	 0.0028849756435512146
359	 9 	 Na2 	 Na2 	 2.9645009215336193e-06 	 2.9645009215336193e-06
359	 17 	 H2O 	 OH2 	 0.0002604387125618051 	 0.0002604387125618051
359	 10 	 NO 	 NO 	 1.9479451114790692e-05 	 1.9479451114790692e-05
359	 19 	 HO 	 OH 	 1.2660340600578737e-05 	 1.2660340600578737e-05
359	 6 	 C2H2 	 C2H2 	 5.2626917719034494e-05 	 5.2626917719034494e-05
359	 14 	 N2O 	 N2O 	 0.0035181789151009805 	 0.0035181789151009805
359	 20 	 CH 	 CH 	 4.731237113046283e-09 	 4.731237113046283e-09
359	 18 	 H3N 	 NH3 	 0.0005492693389399807 	 0.0005492693389399807
359	 23 	 HF2 	 HF2 	 0.0017869005387283294 	 0.0017869005387283294
359	 11 	 NO2 	 NO2 	 0.0035097652785792536 	 0.0035097652785792536
359	 1 	 N2 	 N2 	 5.960557350563382e-06 	 5.960557350563382e-06
359	 4 	 CO2 	 CO2 	 0.008027290154669502 	 0.008027290154669502
360	 9 	 Na2 	 Na2 	 2.9583803712512642e-06 	 2.9583803712512642e-06
360	 18 	 H3N 	 NH3 	 0.0005500964413383863 	 0.0005500964413383863
360	 0 	 H2 	 H2 	 5.0797283207549555e-06 	 5.0797283207549555e-06
360	 11 	 NO2 	 NO2 	 0.0035070873580481912 	 0.0035070873580481912
360	 14 	 N2O 	 N2O 	 0.0035191864367425147 	 0.0035191864367425147
360	 21 	 HN2O 	 HON2 	 0.002996722791259071 	 0.002996722791259071
360	 16 	 CH2 	 CH2 	 0.002901960948857883 	 0.002901960948857883
360	 5 	 F2 	 F2 	 0.000150079829309318 	 0.000150079829309318
360	 15 	 CH3 	 CH3 	 1.5303679265630049e-07 	 1.5303679265630049e-07
360	 1 	 N2 	 N2 	 5.925139592056457e-06 	 5.925139592056457e-06
360	 7 	 CO 	 OC 	 0.0003895655889572439 	 0.0003895655889572439
360	 23 	 HF2 	 HF2 	 0.0017869074647199508 	 0.0017869074647199508
360	 6 	 C2H2 	 C2H2 	 5.0121313444053166e-05 	 5.0121313444053166e-05
360	 13 	 O3 	 O3 	 0.0026996374824761354 	 0.0026996374824761354
360	 17 	 H2O 	 OH2 	 0.0002603009396139371 	 0.0002603009396139371
360	 20 	 CH 	 CH 	 4.751826078681142e-09 	 4.751826078681142e-09
360	 19 	 HO 	 OH 	 1.2662998041305062e-05 	 1.2662998041305062e-05
360	 22 	 CH4O 	 CH4O 	 0.00012711626661569698 	 0.00012711626661569698
360	 10 	 NO 	 NO 	 1.9495680937665072e-05 	 1.9495680937665072e-05
360	 2 	 FLi 	 LiF 	 0.00743191670636797 	 0.00743191670636797
360	 4 	 CO2 	 CO2 	 0.008025067802415898 	 0.008025067802415898
360	 24 	 C 	 C 	 4.8615036828799804e-05 	 4.8615036828799804e-05
360	 8 	 HLi 	 LiH 	 9.340925223554001e-06 	 9.340925223554001e-06
360	 25 	 Li 	 Li 	 6.299359610843766e-06 	 6.299359610843766e-06
360	 12 	 HN 	 NH 	 0.0008854602533897584 	 0.0008854602533897584
360	 3 	 CHN 	 CNH 	 0.0028849167607407954 	 0.0028849167607407954
361	 17 	 H2O 	 OH2 	 0.0002609508028291712 	 0.0002609508028291712
361	 2 	 FLi 	 LiF 	 0.007434184252535519 	 0.007434184252535519
361	 23 	 HF2 	 HF2 	 0.0017869052382560944 	 0.0017869052382560944
361	 9 	 Na2 	 Na2 	 2.9779916869001748e-06 	 2.9779916869001748e-06
361	 19 	 HO 	 OH 	 1.2668388518183613e-05 	 1.2668388518183613e-05
361	 10 	 NO 	 NO 	 1.9490643925348414e-05 	 1.9490643925348414e-05
361	 11 	 NO2 	 NO2 	 0.0035108751529733004 	 0.0035108751529733004
361	 3 	 CHN 	 CNH 	 0.0028844636666024836 	 0.0028844636666024836
361	 8 	 HLi 	 LiH 	 9.299598064117686e-06 	 9.299598064117686e-06
361	 1 	 N2 	 N2 	 5.8347802798044125e-06 	 5.8347802798044125e-06
361	 21 	 HN2O 	 HON2 	 0.0029967250877463315 	 0.0029967250877463315
361	 25 	 Li 	 Li 	 6.501770972680364e-06 	 6.501770972680364e-06
361	 14 	 N2O 	 N2O 	 0.003519476199395273 	 0.003519476199395273
361	 4 	 CO2 	 CO2 	 0.008024036193508827 	 0.008024036193508827
361	 13 	 O3 	 O3 	 0.0026989613981984904 	 0.0026989613981984904
361	 18 	 H3N 	 NH3 	 0.0005499194920754184 	 0.0005499194920754184
361	 24 	 C 	 C 	 4.866726433680313e-05 	 4.866726433680313e-05
361	 6 	 C2H2 	 C2H2 	 4.948388551682675e-05 	 4.948388551682675e-05
361	 20 	 CH 	 CH 	 5.073091190413439e-09 	 5.073091190413439e-09
361	 22 	 CH4O 	 CH4O 	 0.00012711555418206988 	 0.00012711555418206988
361	 5 	 F2 	 F2 	 0.00015006901678902982 	 0.00015006901678902982
361	 0 	 H2 	 H2 	 5.57986827097319e-06 	 5.57986827097319e-06
361	 12 	 HN 	 NH 	 0.0008856467966270593 	 0.0008856467966270593
361	 15 	 CH3 	 CH3 	 1.3654452810811734e-07 	 1.3654452810811734e-07
361	 7 	 CO 	 OC 	 0.0003902949637128054 	 0.0003902949637128054
361	 16 	 CH2 	 CH2 	 0.00290203158025102 	 0.00290203158025102
362	 8 	 HLi 	 LiH 	 9.288724504705312e-06 	 9.288724504705312e-06
362	 14 	 N2O 	 N2O 	 0.0035195750176549344 	 0.0035195750176549344
362	 16 	 CH2 	 CH2 	 0.002902002437866544 	 0.002902002437866544
362	 18 	 H3N 	 NH3 	 0.0005499414501538886 	 0.0005499414501538886
362	 23 	 HF2 	 HF2 	 0.001786908276287551 	 0.001786908276287551
362	 21 	 HN2O 	 HON2 	 0.002996723104052865 	 0.002996723104052865
362	 13 	 O3 	 O3 	 0.0027011474970018777 	 0.0027011474970018777
362	 20 	 CH 	 CH 	 5.135750081136017e-09 	 5.135750081136017e-09
362	 19 	 HO 	 OH 	 1.2688480910135271e-05 	 1.2688480910135271e-05
362	 12 	 HN 	 NH 	 0.0008855546464454752 	 0.0008855546464454752
362	 9 	 Na2 	 Na2 	 2.9683931398368262e-06 	 2.9683931398368262e-06
362	 11 	 NO2 	 NO2 	 0.003509331328586488 	 0.003509331328586488
362	 3 	 CHN 	 CNH 	 0.0028845751607415844 	 0.0028845751607415844
362	 24 	 C 	 C 	 4.86602327514823e-05 	 4.86602327514823e-05
362	 2 	 FLi 	 LiF 	 0.00742665749093018 	 0.00742665749093018
362	 25 	 Li 	 Li 	 5.988180449079853e-06 	 5.988180449079853e-06
362	 1 	 N2 	 N2 	 5.844922634136336e-06 	 5.844922634136336e-06
362	 15 	 CH3 	 CH3 	 1.4050866448519329e-07 	 1.4050866448519329e-07
362	 10 	 NO 	 NO 	 1.9516560694079474e-05 	 1.9516560694079474e-05
362	 6 	 C2H2 	 C2H2 	 5.3132568294075066e-05 	 5.3132568294075066e-05
362	 7 	 CO 	 OC 	 0.0003898362764510428 	 0.0003898362764510428
362	 5 	 F2 	 F2 	 0.00015022868592889823 	 0.00015022868592889823
362	 17 	 H2O 	 OH2 	 0.00026038784236592023 	 0.00026038784236592023
362	 0 	 H2 	 H2 	 5.478973512390621e-06 	 5.478973512390621e-06
362	 22 	 CH4O 	 CH4O 	 0.00012711653924376233 	 0.00012711653924376233
362	 4 	 CO2 	 CO2 	 0.00802350198387083 	 0.00802350198387083
363	 8 	 HLi 	 LiH 	 9.258854573375814e-06 	 9.258854573375814e-06
363	 21 	 HN2O 	 HON2 	 0.002996719139793644 	 0.002996719139793644
