#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
12	 8 	 HLi 	 LiH 	 1.3287282633084937e-05 	 1.3287282633084937e-05
12	 17 	 H2O 	 OH2 	 0.00019211241709686733 	 0.00019211241709686733
12	 0 	 H2 	 H2 	 1.9766894090780342e-05 	 1.9766894090780342e-05
12	 15 	 CH3 	 CH3 	 1.4878011803567244e-05 	 1.4878011803567244e-05
12	 7 	 CO 	 OC 	 0.00107909236474991 	 0.00107909236474991
12	 21 	 HN2O 	 HON2 	 0.0019613443273556455 	 0.0019613443273556455
12	 13 	 O3 	 O3 	 0.0007616447095213778 	 0.0007616447095213778
12	 20 	 CH 	 CH 	 1.0161192446549968e-05 	 1.0161192446549968e-05
12	 24 	 C 	 C 	 3.8336228449941364e-05 	 3.8336228449941364e-05
12	 22 	 CH4O 	 CH4O 	 0.00014199401469305796 	 0.00014199401469305796
12	 18 	 H3N 	 NH3 	 0.0003925201671618834 	 0.0003925201671618834
12	 1 	 N2 	 N2 	 0.00010660967791967658 	 0.00010660967791967658
12	 25 	 Li 	 Li 	 3.305623889464185e-06 	 3.305623889464185e-06
12	 6 	 C2H2 	 C2H2 	 0.0007581718713257303 	 0.0007581718713257303
12	 2 	 FLi 	 LiF 	 0.009321543955825518 	 0.009321543955825518
12	 16 	 CH2 	 CH2 	 0.002670638063429741 	 0.002670638063429741
12	 19 	 HO 	 OH 	 9.564031195690258e-07 	 9.564031195690258e-07
12	 14 	 N2O 	 N2O 	 0.0004529792439844405 	 0.0004529792439844405
13	 0 	 H2 	 H2 	 1.8435430097708403e-05 	 1.8435430097708403e-05
13	 16 	 CH2 	 CH2 	 0.0026661684956856935 	 0.0026661684956856935
13	 20 	 CH 	 CH 	 1.0095003969716837e-05 	 1.0095003969716837e-05
13	 25 	 Li 	 Li 	 4.499456722511895e-06 	 4.499456722511895e-06
13	 7 	 CO 	 OC 	 0.0010538130759625128 	 0.0010538130759625128
13	 5 	 F2 	 F2 	 1.8032011299767423e-05 	 1.8032011299767423e-05
13	 13 	 O3 	 O3 	 0.0008355586863772348 	 0.0008355586863772348
13	 3 	 CHN 	 CNH 	 0.007353930838862407 	 0.007353930838862407
13	 24 	 C 	 C 	 3.329675803454427e-05 	 3.329675803454427e-05
13	 21 	 HN2O 	 HON2 	 0.0020475632909625393 	 0.0020475632909625393
13	 10 	 NO 	 NO 	 1.7272847604064136e-06 	 1.7272847604064136e-06
13	 14 	 N2O 	 N2O 	 0.000492981559285877 	 0.000492981559285877
13	 17 	 H2O 	 OH2 	 0.0001950436573927497 	 0.0001950436573927497
13	 1 	 N2 	 N2 	 9.846492497773685e-05 	 9.846492497773685e-05
13	 6 	 C2H2 	 C2H2 	 0.0007313029645698826 	 0.0007313029645698826
13	 15 	 CH3 	 CH3 	 1.4479978136777359e-05 	 1.4479978136777359e-05
13	 11 	 NO2 	 NO2 	 0.0012826389575170496 	 0.0012826389575170496
13	 22 	 CH4O 	 CH4O 	 0.00014782840371963977 	 0.00014782840371963977
13	 9 	 Na2 	 Na2 	 3.1177315855045036e-07 	 3.1177315855045036e-07
13	 8 	 HLi 	 LiH 	 1.3266496597746355e-05 	 1.3266496597746355e-05
13	 12 	 HN 	 NH 	 0.0004632362643056102 	 0.0004632362643056102
13	 4 	 CO2 	 CO2 	 0.014118052818925619 	 0.014118052818925619
13	 18 	 H3N 	 NH3 	 0.0003821476406688724 	 0.0003821476406688724
13	 19 	 HO 	 OH 	 1.0848698316769016e-06 	 1.0848698316769016e-06
13	 23 	 HF2 	 HF2 	 0.0015452875540744463 	 0.0015452875540744463
13	 2 	 FLi 	 LiF 	 0.009255343902007681 	 0.009255343902007681
14	 14 	 N2O 	 N2O 	 0.0005541012111432531 	 0.0005541012111432531
14	 3 	 CHN 	 CNH 	 0.00720874746352104 	 0.00720874746352104
14	 20 	 CH 	 CH 	 9.618851360055694e-06 	 9.618851360055694e-06
14	 12 	 HN 	 NH 	 0.0004717983827416583 	 0.0004717983827416583
14	 1 	 N2 	 N2 	 8.919241367704956e-05 	 8.919241367704956e-05
14	 18 	 H3N 	 NH3 	 0.0003868109257823271 	 0.0003868109257823271
14	 8 	 HLi 	 LiH 	 1.334354738241068e-05 	 1.334354738241068e-05
14	 24 	 C 	 C 	 2.5081387205400026e-05 	 2.5081387205400026e-05
14	 2 	 FLi 	 LiF 	 0.009222044438208971 	 0.009222044438208971
14	 25 	 Li 	 Li 	 4.482300115863252e-06 	 4.482300115863252e-06
14	 15 	 CH3 	 CH3 	 1.4276465138989637e-05 	 1.4276465138989637e-05
14	 4 	 CO2 	 CO2 	 0.013660701751585985 	 0.013660701751585985
14	 0 	 H2 	 H2 	 1.9074571282042784e-05 	 1.9074571282042784e-05
14	 11 	 NO2 	 NO2 	 0.0014881486742764631 	 0.0014881486742764631
14	 23 	 HF2 	 HF2 	 0.0016140539992585358 	 0.0016140539992585358
14	 21 	 HN2O 	 HON2 	 0.002248786021577076 	 0.002248786021577076
14	 6 	 C2H2 	 C2H2 	 0.000678609824848083 	 0.000678609824848083
14	 5 	 F2 	 F2 	 2.7567554074956945e-05 	 2.7567554074956945e-05
14	 22 	 CH4O 	 CH4O 	 0.00016237174568167414 	 0.00016237174568167414
14	 16 	 CH2 	 CH2 	 0.002701232622724812 	 0.002701232622724812
14	 10 	 NO 	 NO 	 5.622553507397082e-06 	 5.622553507397082e-06
14	 7 	 CO 	 OC 	 0.0009652875080793256 	 0.0009652875080793256
14	 13 	 O3 	 O3 	 0.0011453463044652965 	 0.0011453463044652965
14	 9 	 Na2 	 Na2 	 3.4569435157829965e-07 	 3.4569435157829965e-07
14	 19 	 HO 	 OH 	 1.4219575276240686e-06 	 1.4219575276240686e-06
14	 17 	 H2O 	 OH2 	 0.00019326913649669522 	 0.00019326913649669522
15	 8 	 HLi 	 LiH 	 1.4029788240457771e-05 	 1.4029788240457771e-05
15	 4 	 CO2 	 CO2 	 0.013229156317369043 	 0.013229156317369043
15	 3 	 CHN 	 CNH 	 0.006973726700601472 	 0.006973726700601472
15	 6 	 C2H2 	 C2H2 	 0.0006505634864835208 	 0.0006505634864835208
15	 13 	 O3 	 O3 	 0.0012235091475516016 	 0.0012235091475516016
15	 25 	 Li 	 Li 	 5.899202655488513e-06 	 5.899202655488513e-06
15	 12 	 HN 	 NH 	 0.0005003227942631366 	 0.0005003227942631366
15	 18 	 H3N 	 NH3 	 0.0003856839474072352 	 0.0003856839474072352
15	 20 	 CH 	 CH 	 9.518846891153044e-06 	 9.518846891153044e-06
15	 21 	 HN2O 	 HON2 	 0.0024202847323313887 	 0.0024202847323313887
15	 10 	 NO 	 NO 	 8.92065670848367e-06 	 8.92065670848367e-06
15	 17 	 H2O 	 OH2 	 0.0001915094379808763 	 0.0001915094379808763
15	 5 	 F2 	 F2 	 3.524471371803181e-05 	 3.524471371803181e-05
15	 7 	 CO 	 OC 	 0.0009186292874471585 	 0.0009186292874471585
15	 9 	 Na2 	 Na2 	 3.261089435104377e-07 	 3.261089435104377e-07
15	 15 	 CH3 	 CH3 	 1.492354984386937e-05 	 1.492354984386937e-05
15	 11 	 NO2 	 NO2 	 0.001827916335491455 	 0.001827916335491455
15	 2 	 FLi 	 LiF 	 0.009019429925739033 	 0.009019429925739033
15	 14 	 N2O 	 N2O 	 0.0008968953099237508 	 0.0008968953099237508
15	 1 	 N2 	 N2 	 6.440119953754597e-05 	 6.440119953754597e-05
15	 0 	 H2 	 H2 	 2.059857196388109e-05 	 2.059857196388109e-05
15	 23 	 HF2 	 HF2 	 0.0017291269850646092 	 0.0017291269850646092
15	 24 	 C 	 C 	 1.449164190276298e-05 	 1.449164190276298e-05
15	 16 	 CH2 	 CH2 	 0.002717724700308845 	 0.002717724700308845
15	 22 	 CH4O 	 CH4O 	 0.00017809434099205117 	 0.00017809434099205117
15	 19 	 HO 	 OH 	 1.5880628202330057e-06 	 1.5880628202330057e-06
16	 23 	 HF2 	 HF2 	 0.0017335655706828548 	 0.0017335655706828548
16	 7 	 CO 	 OC 	 0.0008996998293005608 	 0.0008996998293005608
16	 10 	 NO 	 NO 	 1.1280860358471856e-05 	 1.1280860358471856e-05
16	 16 	 CH2 	 CH2 	 0.00271840467677089 	 0.00271840467677089
16	 13 	 O3 	 O3 	 0.0014187667764490016 	 0.0014187667764490016
16	 2 	 FLi 	 LiF 	 0.008981842713806506 	 0.008981842713806506
16	 3 	 CHN 	 CNH 	 0.006781936331595548 	 0.006781936331595548
16	 18 	 H3N 	 NH3 	 0.00037918424124419614 	 0.00037918424124419614
16	 22 	 CH4O 	 CH4O 	 0.00017986136352990178 	 0.00017986136352990178
16	 25 	 Li 	 Li 	 6.4049687748430495e-06 	 6.4049687748430495e-06
16	 12 	 HN 	 NH 	 0.0005162674554379381 	 0.0005162674554379381
16	 21 	 HN2O 	 HON2 	 0.002537473802047633 	 0.002537473802047633
16	 24 	 C 	 C 	 1.2958216823205885e-05 	 1.2958216823205885e-05
16	 8 	 HLi 	 LiH 	 1.3452256101101706e-05 	 1.3452256101101706e-05
16	 19 	 HO 	 OH 	 1.5916676101293624e-06 	 1.5916676101293624e-06
16	 11 	 NO2 	 NO2 	 0.0019459359958114847 	 0.0019459359958114847
16	 1 	 N2 	 N2 	 5.8526672699536756e-05 	 5.8526672699536756e-05
16	 0 	 H2 	 H2 	 1.7258525090086138e-05 	 1.7258525090086138e-05
16	 6 	 C2H2 	 C2H2 	 0.0005891678796965423 	 0.0005891678796965423
16	 4 	 CO2 	 CO2 	 0.012446432307268265 	 0.012446432307268265
16	 14 	 N2O 	 N2O 	 0.0010024175880203078 	 0.0010024175880203078
16	 17 	 H2O 	 OH2 	 0.00018223622265513053 	 0.00018223622265513053
16	 9 	 Na2 	 Na2 	 2.7030713783341904e-07 	 2.7030713783341904e-07
16	 5 	 F2 	 F2 	 4.3049635705036606e-05 	 4.3049635705036606e-05
16	 15 	 CH3 	 CH3 	 1.189540267258463e-05 	 1.189540267258463e-05
16	 20 	 CH 	 CH 	 8.898393785885156e-06 	 8.898393785885156e-06
17	 6 	 C2H2 	 C2H2 	 0.0005696703401425878 	 0.0005696703401425878
17	 22 	 CH4O 	 CH4O 	 0.00018736480821298333 	 0.00018736480821298333
17	 2 	 FLi 	 LiF 	 0.008867952486501865 	 0.008867952486501865
17	 9 	 Na2 	 Na2 	 2.853901765284703e-07 	 2.853901765284703e-07
17	 25 	 Li 	 Li 	 7.89684439035065e-06 	 7.89684439035065e-06
17	 14 	 N2O 	 N2O 	 0.0011207883794956126 	 0.0011207883794956126
17	 23 	 HF2 	 HF2 	 0.001808253390395118 	 0.001808253390395118
17	 21 	 HN2O 	 HON2 	 0.0026857546705629978 	 0.0026857546705629978
17	 20 	 CH 	 CH 	 8.812112793324065e-06 	 8.812112793324065e-06
17	 16 	 CH2 	 CH2 	 0.0027144423387781046 	 0.0027144423387781046
17	 8 	 HLi 	 LiH 	 1.409331351350317e-05 	 1.409331351350317e-05
17	 13 	 O3 	 O3 	 0.0016836003216030985 	 0.0016836003216030985
17	 17 	 H2O 	 OH2 	 0.00017562517684980604 	 0.00017562517684980604
17	 0 	 H2 	 H2 	 1.796529048212806e-05 	 1.796529048212806e-05
17	 15 	 CH3 	 CH3 	 1.127145823261681e-05 	 1.127145823261681e-05
17	 24 	 C 	 C 	 8.705836584839112e-06 	 8.705836584839112e-06
17	 4 	 CO2 	 CO2 	 0.011917668771414803 	 0.011917668771414803
17	 11 	 NO2 	 NO2 	 0.0022435422335848896 	 0.0022435422335848896
17	 18 	 H3N 	 NH3 	 0.00037000135339604063 	 0.00037000135339604063
17	 5 	 F2 	 F2 	 5.1004367183502206e-05 	 5.1004367183502206e-05
17	 10 	 NO 	 NO 	 2.060301989111464e-05 	 2.060301989111464e-05
17	 7 	 CO 	 OC 	 0.0008166694835027001 	 0.0008166694835027001
17	 19 	 HO 	 OH 	 1.8323074381884817e-06 	 1.8323074381884817e-06
17	 1 	 N2 	 N2 	 4.5474471900941967e-05 	 4.5474471900941967e-05
17	 3 	 CHN 	 CNH 	 0.006525856349331583 	 0.006525856349331583
17	 12 	 HN 	 NH 	 0.0005582629499407969 	 0.0005582629499407969
18	 21 	 HN2O 	 HON2 	 0.002854342220964402 	 0.002854342220964402
18	 1 	 N2 	 N2 	 4.258285512075311e-05 	 4.258285512075311e-05
18	 20 	 CH 	 CH 	 9.081806379210121e-06 	 9.081806379210121e-06
18	 16 	 CH2 	 CH2 	 0.0027638838268286667 	 0.0027638838268286667
18	 3 	 CHN 	 CNH 	 0.006460527189949318 	 0.006460527189949318
18	 17 	 H2O 	 OH2 	 0.0001750330643814176 	 0.0001750330643814176
18	 6 	 C2H2 	 C2H2 	 0.0005058962900353597 	 0.0005058962900353597
18	 19 	 HO 	 OH 	 1.9999890358966035e-06 	 1.9999890358966035e-06
18	 18 	 H3N 	 NH3 	 0.00037554596351460135 	 0.00037554596351460135
18	 22 	 CH4O 	 CH4O 	 0.00020642163769148646 	 0.00020642163769148646
18	 10 	 NO 	 NO 	 2.65737564828057e-05 	 2.65737564828057e-05
18	 0 	 H2 	 H2 	 1.937876244336293e-05 	 1.937876244336293e-05
18	 23 	 HF2 	 HF2 	 0.0019284443057654593 	 0.0019284443057654593
18	 12 	 HN 	 NH 	 0.0005777897820664965 	 0.0005777897820664965
18	 2 	 FLi 	 LiF 	 0.008715990509375559 	 0.008715990509375559
18	 7 	 CO 	 OC 	 0.0007701876540230213 	 0.0007701876540230213
18	 4 	 CO2 	 CO2 	 0.011227520616213653 	 0.011227520616213653
18	 14 	 N2O 	 N2O 	 0.0015035991315925322 	 0.0015035991315925322
18	 25 	 Li 	 Li 	 1.0625482243643978e-05 	 1.0625482243643978e-05
18	 5 	 F2 	 F2 	 6.560599127841916e-05 	 6.560599127841916e-05
18	 15 	 CH3 	 CH3 	 1.2023714777322847e-05 	 1.2023714777322847e-05
18	 11 	 NO2 	 NO2 	 0.0027343991229297777 	 0.0027343991229297777
18	 13 	 O3 	 O3 	 0.0022235485284981637 	 0.0022235485284981637
18	 24 	 C 	 C 	 2.5654636895577824e-06 	 2.5654636895577824e-06
18	 8 	 HLi 	 LiH 	 1.5400384437903605e-05 	 1.5400384437903605e-05
18	 9 	 Na2 	 Na2 	 3.600158192282982e-07 	 3.600158192282982e-07
19	 20 	 CH 	 CH 	 8.782199422616832e-06 	 8.782199422616832e-06
19	 15 	 CH3 	 CH3 	 1.2269485561066183e-05 	 1.2269485561066183e-05
19	 25 	 Li 	 Li 	 1.181639553174653e-05 	 1.181639553174653e-05
19	 2 	 FLi 	 LiF 	 0.008616173944522954 	 0.008616173944522954
19	 19 	 HO 	 OH 	 2.09031685679092e-06 	 2.09031685679092e-06
19	 16 	 CH2 	 CH2 	 0.002791582845138097 	 0.002791582845138097
19	 4 	 CO2 	 CO2 	 0.010748812885270844 	 0.010748812885270844
19	 17 	 H2O 	 OH2 	 0.00016392097945643915 	 0.00016392097945643915
19	 23 	 HF2 	 HF2 	 0.002017357572691696 	 0.002017357572691696
19	 11 	 NO2 	 NO2 	 0.0029782863143932607 	 0.0029782863143932607
19	 24 	 C 	 C 	 1.397099689687101e-06 	 1.397099689687101e-06
19	 18 	 H3N 	 NH3 	 0.00037641941602031847 	 0.00037641941602031847
19	 14 	 N2O 	 N2O 	 0.0018292422643883424 	 0.0018292422643883424
19	 5 	 F2 	 F2 	 7.843853914809776e-05 	 7.843853914809776e-05
19	 8 	 HLi 	 LiH 	 1.731709030940128e-05 	 1.731709030940128e-05
19	 9 	 Na2 	 Na2 	 4.935519801655796e-07 	 4.935519801655796e-07
19	 6 	 C2H2 	 C2H2 	 0.00043266569835257547 	 0.00043266569835257547
19	 1 	 N2 	 N2 	 2.4804643002848745e-05 	 2.4804643002848745e-05
19	 12 	 HN 	 NH 	 0.0006345648043906255 	 0.0006345648043906255
19	 22 	 CH4O 	 CH4O 	 0.0002304000874218352 	 0.0002304000874218352
19	 0 	 H2 	 H2 	 1.9918631037575334e-05 	 1.9918631037575334e-05
19	 10 	 NO 	 NO 	 4.4645694332496944e-05 	 4.4645694332496944e-05
19	 7 	 CO 	 OC 	 0.0006887274835901574 	 0.0006887274835901574
19	 13 	 O3 	 O3 	 0.0025837245323938724 	 0.0025837245323938724
19	 21 	 HN2O 	 HON2 	 0.0033351867818749706 	 0.0033351867818749706
19	 3 	 CHN 	 CNH 	 0.006148550393040447 	 0.006148550393040447
20	 7 	 CO 	 OC 	 0.0006858221774313297 	 0.0006858221774313297
20	 12 	 HN 	 NH 	 0.0006340143283676575 	 0.0006340143283676575
20	 24 	 C 	 C 	 1.072974916916969e-06 	 1.072974916916969e-06
20	 3 	 CHN 	 CNH 	 0.006115492145448683 	 0.006115492145448683
20	 5 	 F2 	 F2 	 8.22904511308405e-05 	 8.22904511308405e-05
20	 20 	 CH 	 CH 	 8.70194054428742e-06 	 8.70194054428742e-06
20	 2 	 FLi 	 LiF 	 0.00847171925103229 	 0.00847171925103229
20	 16 	 CH2 	 CH2 	 0.0028047994673798923 	 0.0028047994673798923
20	 19 	 HO 	 OH 	 2.079698556072242e-06 	 2.079698556072242e-06
20	 8 	 HLi 	 LiH 	 1.572362199120718e-05 	 1.572362199120718e-05
20	 0 	 H2 	 H2 	 1.908356151720495e-05 	 1.908356151720495e-05
20	 18 	 H3N 	 NH3 	 0.00036059083054927274 	 0.00036059083054927274
20	 14 	 N2O 	 N2O 	 0.002017700346522117 	 0.002017700346522117
20	 4 	 CO2 	 CO2 	 0.010110654290722606 	 0.010110654290722606
20	 22 	 CH4O 	 CH4O 	 0.00023512168474195007 	 0.00023512168474195007
20	 21 	 HN2O 	 HON2 	 0.0034406237957763618 	 0.0034406237957763618
20	 9 	 Na2 	 Na2 	 4.4891024168330014e-07 	 4.4891024168330014e-07
20	 10 	 NO 	 NO 	 5.2476202065024507e-05 	 5.2476202065024507e-05
20	 17 	 H2O 	 OH2 	 0.0001462822570495325 	 0.0001462822570495325
20	 15 	 CH3 	 CH3 	 1.0612869264292934e-05 	 1.0612869264292934e-05
20	 13 	 O3 	 O3 	 0.002879346511087884 	 0.002879346511087884
20	 25 	 Li 	 Li 	 1.4697503671955902e-05 	 1.4697503671955902e-05
20	 6 	 C2H2 	 C2H2 	 0.00037832956926932623 	 0.00037832956926932623
20	 1 	 N2 	 N2 	 1.6864905538353394e-05 	 1.6864905538353394e-05
20	 11 	 NO2 	 NO2 	 0.003485519358159962 	 0.003485519358159962
20	 23 	 HF2 	 HF2 	 0.0021353977488230524 	 0.0021353977488230524
21	 20 	 CH 	 CH 	 8.424910497972828e-06 	 8.424910497972828e-06
21	 25 	 Li 	 Li 	 1.757903551619845e-05 	 1.757903551619845e-05
21	 18 	 H3N 	 NH3 	 0.00035719625687360767 	 0.00035719625687360767
21	 17 	 H2O 	 OH2 	 0.0001420015314493204 	 0.0001420015314493204
21	 15 	 CH3 	 CH3 	 1.0406951082667642e-05 	 1.0406951082667642e-05
21	 23 	 HF2 	 HF2 	 0.002149093374681738 	 0.002149093374681738
21	 19 	 HO 	 OH 	 2.1202343238288045e-06 	 2.1202343238288045e-06
21	 7 	 CO 	 OC 	 0.0006226458547391149 	 0.0006226458547391149
21	 2 	 FLi 	 LiF 	 0.008337308741424155 	 0.008337308741424155
21	 6 	 C2H2 	 C2H2 	 0.0003623188555088924 	 0.0003623188555088924
21	 12 	 HN 	 NH 	 0.0006799383690070864 	 0.0006799383690070864
21	 8 	 HLi 	 LiH 	 1.6746617069891534e-05 	 1.6746617069891534e-05
21	 24 	 C 	 C 	 5.395308515993394e-08 	 5.395308515993394e-08
21	 9 	 Na2 	 Na2 	 4.985007994835687e-07 	 4.985007994835687e-07
21	 5 	 F2 	 F2 	 9.944750291749409e-05 	 9.944750291749409e-05
21	 21 	 HN2O 	 HON2 	 0.0036180067352196495 	 0.0036180067352196495
21	 4 	 CO2 	 CO2 	 0.00958833003742922 	 0.00958833003742922
21	 11 	 NO2 	 NO2 	 0.0036773218430550644 	 0.0036773218430550644
21	 16 	 CH2 	 CH2 	 0.0028361219008076924 	 0.0028361219008076924
21	 3 	 CHN 	 CNH 	 0.0058726631226563315 	 0.0058726631226563315
21	 13 	 O3 	 O3 	 0.00318063821406472 	 0.00318063821406472
21	 22 	 CH4O 	 CH4O 	 0.0002515206682658745 	 0.0002515206682658745
21	 14 	 N2O 	 N2O 	 0.0024594484038434243 	 0.0024594484038434243
21	 1 	 N2 	 N2 	 1.209102788499646e-05 	 1.209102788499646e-05
21	 0 	 H2 	 H2 	 1.838309857284036e-05 	 1.838309857284036e-05
21	 10 	 NO 	 NO 	 6.899018809865216e-05 	 6.899018809865216e-05
22	 16 	 CH2 	 CH2 	 0.002835360787511405 	 0.002835360787511405
22	 23 	 HF2 	 HF2 	 0.002202563321508818 	 0.002202563321508818
22	 15 	 CH3 	 CH3 	 8.63517165038667e-06 	 8.63517165038667e-06
22	 4 	 CO2 	 CO2 	 0.009261205216293084 	 0.009261205216293084
22	 18 	 H3N 	 NH3 	 0.00034614233075793533 	 0.00034614233075793533
22	 17 	 H2O 	 OH2 	 0.00012581355321965347 	 0.00012581355321965347
22	 20 	 CH 	 CH 	 8.374669710086266e-06 	 8.374669710086266e-06
22	 3 	 CHN 	 CNH 	 0.005752997036686626 	 0.005752997036686626
22	 10 	 NO 	 NO 	 7.739299556618278e-05 	 7.739299556618278e-05
22	 14 	 N2O 	 N2O 	 0.0027136950028148013 	 0.0027136950028148013
22	 5 	 F2 	 F2 	 0.00011743348568466231 	 0.00011743348568466231
22	 13 	 O3 	 O3 	 0.0035967107058829527 	 0.0035967107058829527
22	 7 	 CO 	 OC 	 0.0005501610719423713 	 0.0005501610719423713
22	 25 	 Li 	 Li 	 2.1463553224886076e-05 	 2.1463553224886076e-05
22	 12 	 HN 	 NH 	 0.0007356618250063073 	 0.0007356618250063073
22	 24 	 C 	 C 	 2.73725444123554e-07 	 2.73725444123554e-07
22	 22 	 CH4O 	 CH4O 	 0.0002675131498124615 	 0.0002675131498124615
22	 6 	 C2H2 	 C2H2 	 0.00029293705945134375 	 0.00029293705945134375
22	 19 	 HO 	 OH 	 1.908988892357451e-06 	 1.908988892357451e-06
22	 11 	 NO2 	 NO2 	 0.004309936039112782 	 0.004309936039112782
22	 21 	 HN2O 	 HON2 	 0.003995588450087907 	 0.003995588450087907
22	 0 	 H2 	 H2 	 1.6878257952233565e-05 	 1.6878257952233565e-05
22	 8 	 HLi 	 LiH 	 1.7298881404594743e-05 	 1.7298881404594743e-05
22	 2 	 FLi 	 LiF 	 0.008119267314095291 	 0.008119267314095291
22	 9 	 Na2 	 Na2 	 5.608433356569323e-07 	 5.608433356569323e-07
22	 1 	 N2 	 N2 	 6.1919436204151565e-06 	 6.1919436204151565e-06
23	 11 	 NO2 	 NO2 	 0.004323231713210236 	 0.004323231713210236
23	 13 	 O3 	 O3 	 0.0037385370265992173 	 0.0037385370265992173
23	 0 	 H2 	 H2 	 1.6856205253738176e-05 	 1.6856205253738176e-05
23	 8 	 HLi 	 LiH 	 1.6703151371814374e-05 	 1.6703151371814374e-05
23	 5 	 F2 	 F2 	 0.00012273378007682622 	 0.00012273378007682622
23	 23 	 HF2 	 HF2 	 0.0022803110096593676 	 0.0022803110096593676
23	 15 	 CH3 	 CH3 	 8.45243455819509e-06 	 8.45243455819509e-06
23	 12 	 HN 	 NH 	 0.0007355683092234821 	 0.0007355683092234821
23	 10 	 NO 	 NO 	 8.212232366031267e-05 	 8.212232366031267e-05
23	 3 	 CHN 	 CNH 	 0.005650996243943041 	 0.005650996243943041
23	 1 	 N2 	 N2 	 7.075457300656426e-06 	 7.075457300656426e-06
23	 2 	 FLi 	 LiF 	 0.008135508988481735 	 0.008135508988481735
23	 18 	 H3N 	 NH3 	 0.00034506450664748483 	 0.00034506450664748483
23	 25 	 Li 	 Li 	 2.223433178796407e-05 	 2.223433178796407e-05
23	 7 	 CO 	 OC 	 0.0005486694422526776 	 0.0005486694422526776
23	 4 	 CO2 	 CO2 	 0.00887445246226264 	 0.00887445246226264
23	 16 	 CH2 	 CH2 	 0.0028467638267019677 	 0.0028467638267019677
23	 6 	 C2H2 	 C2H2 	 0.0002888818237953216 	 0.0002888818237953216
23	 21 	 HN2O 	 HON2 	 0.003941556248004191 	 0.003941556248004191
23	 9 	 Na2 	 Na2 	 5.950517016596922e-07 	 5.950517016596922e-07
23	 14 	 N2O 	 N2O 	 0.00288960806020041 	 0.00288960806020041
23	 24 	 C 	 C 	 2.536161777156676e-07 	 2.536161777156676e-07
23	 17 	 H2O 	 OH2 	 0.00011407210107238146 	 0.00011407210107238146
23	 19 	 HO 	 OH 	 1.8901692093446007e-06 	 1.8901692093446007e-06
23	 20 	 CH 	 CH 	 7.759219974083919e-06 	 7.759219974083919e-06
23	 22 	 CH4O 	 CH4O 	 0.0002686545157665622 	 0.0002686545157665622
24	 9 	 Na2 	 Na2 	 6.168620789066998e-07 	 6.168620789066998e-07
24	 17 	 H2O 	 OH2 	 0.00011186551930702426 	 0.00011186551930702426
24	 7 	 CO 	 OC 	 0.0005179591271428843 	 0.0005179591271428843
24	 14 	 N2O 	 N2O 	 0.003010712615529661 	 0.003010712615529661
24	 11 	 NO2 	 NO2 	 0.004441573154678838 	 0.004441573154678838
24	 20 	 CH 	 CH 	 7.82449120685801e-06 	 7.82449120685801e-06
24	 25 	 Li 	 Li 	 2.069032118648551e-05 	 2.069032118648551e-05
24	 22 	 CH4O 	 CH4O 	 0.00027222865720407866 	 0.00027222865720407866
24	 5 	 F2 	 F2 	 0.00013143340878944882 	 0.00013143340878944882
24	 24 	 C 	 C 	 5.688360792618787e-07 	 5.688360792618787e-07
24	 18 	 H3N 	 NH3 	 0.0003406145593327058 	 0.0003406145593327058
24	 19 	 HO 	 OH 	 2.000434353262647e-06 	 2.000434353262647e-06
24	 15 	 CH3 	 CH3 	 7.483370507942323e-06 	 7.483370507942323e-06
24	 2 	 FLi 	 LiF 	 0.008006358275893992 	 0.008006358275893992
24	 16 	 CH2 	 CH2 	 0.002888699972350154 	 0.002888699972350154
24	 21 	 HN2O 	 HON2 	 0.004119628551047944 	 0.004119628551047944
24	 3 	 CHN 	 CNH 	 0.005522868330009084 	 0.005522868330009084
24	 8 	 HLi 	 LiH 	 1.643870036285405e-05 	 1.643870036285405e-05
24	 13 	 O3 	 O3 	 0.0039599114541408065 	 0.0039599114541408065
24	 6 	 C2H2 	 C2H2 	 0.00025244127961117303 	 0.00025244127961117303
24	 12 	 HN 	 NH 	 0.0007801435016932645 	 0.0007801435016932645
24	 1 	 N2 	 N2 	 3.436413296173676e-06 	 3.436413296173676e-06
24	 0 	 H2 	 H2 	 1.5971880677833858e-05 	 1.5971880677833858e-05
24	 10 	 NO 	 NO 	 9.578828940052e-05 	 9.578828940052e-05
24	 4 	 CO2 	 CO2 	 0.008364789405233384 	 0.008364789405233384
24	 23 	 HF2 	 HF2 	 0.00234444811846273 	 0.00234444811846273
25	 20 	 CH 	 CH 	 7.674907876170953e-06 	 7.674907876170953e-06
25	 16 	 CH2 	 CH2 	 0.0028976552490777813 	 0.0028976552490777813
25	 8 	 HLi 	 LiH 	 1.56999116805265e-05 	 1.56999116805265e-05
25	 19 	 HO 	 OH 	 2.128520167970693e-06 	 2.128520167970693e-06
25	 6 	 C2H2 	 C2H2 	 0.00023643224200368154 	 0.00023643224200368154
25	 3 	 CHN 	 CNH 	 0.0054305353181107775 	 0.0054305353181107775
25	 1 	 N2 	 N2 	 2.213451388159776e-06 	 2.213451388159776e-06
25	 13 	 O3 	 O3 	 0.0042092872830880685 	 0.0042092872830880685
25	 25 	 Li 	 Li 	 2.464160158572483e-05 	 2.464160158572483e-05
25	 4 	 CO2 	 CO2 	 0.008033170203065768 	 0.008033170203065768
